epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,168.43,1.13797,1.01956,1.01435,0.73201,0.75927,0.74426,0.59132,0.91531,1.00219,0.97711,0.0008812,0.0008812,0.0008812
14,181.218,1.1585,1.01668,1.02388,0.71902,0.74039,0.7392,0.56993,0.97416,1.01873,1.01475,0.0008713,0.0008713,0.0008713
15,194.855,1.17216,1.01364,1.01294,0.66084,0.74674,0.7101,0.57494,0.91898,0.99878,1.00137,0.0008614,0.0008614,0.0008614
16,207.366,1.11346,0.96742,0.99852,0.74399,0.79739,0.76354,0.62524,0.93887,0.99971,1.011,0.0008515,0.0008515,0.0008515
17,220.216,1.11665,0.9624,1.00673,0.74812,0.76514,0.75308,0.598,0.93795,0.9796,1.02529,0.0008416,0.0008416,0.0008416
18,232.675,1.0972,0.96459,1.00661,0.77103,0.7571,0.7641,0.60457,0.9495,0.99453,1.01484,0.0008317,0.0008317,0.0008317
19,245.017,1.14741,0.97139,1.00995,0.72086,0.79411,0.76118,0.61517,0.86866,0.91805,0.99008,0.0008218,0.0008218,0.0008218
20,257.625,1.14679,0.96142,1.01517,0.75771,0.7467,0.74527,0.60918,0.8777,0.94259,0.99517,0.0008119,0.0008119,0.0008119
21,270.675,1.08089,0.92401,0.99275,0.69731,0.77656,0.74214,0.60924,0.8408,0.92367,0.99226,0.000802,0.000802,0.000802
22,283.452,1.06412,0.90594,0.99227,0.73813,0.79845,0.77245,0.62622,0.89296,0.88337,1.00427,0.0007921,0.0007921,0.0007921
23,296.603,1.09471,0.89983,0.99961,0.7448,0.78866,0.7743,0.61384,0.89991,0.88616,0.99459,0.0007822,0.0007822,0.0007822
24,309.293,1.03811,0.88558,0.98626,0.75051,0.79506,0.78756,0.62003,0.90422,0.86984,0.99759,0.0007723,0.0007723,0.0007723
25,321.826,1.06143,0.85901,0.9806,0.79199,0.77656,0.78185,0.61946,0.90456,0.89885,0.99541,0.0007624,0.0007624,0.0007624
26,335.256,1.09655,0.8907,0.98517,0.78068,0.78672,0.80062,0.64575,0.89299,0.89791,0.98957,0.0007525,0.0007525,0.0007525
27,348.197,1.03237,0.83671,0.97288,0.78151,0.80091,0.79151,0.61406,0.88673,0.86529,0.98248,0.0007426,0.0007426,0.0007426
28,361.193,1.0627,0.84754,0.97617,0.77597,0.7795,0.76942,0.6297,0.84701,0.8265,0.97656,0.0007327,0.0007327,0.0007327
29,374.024,1.03784,0.84888,0.9781,0.764,0.80818,0.7829,0.63202,0.83128,0.84621,0.97447,0.0007228,0.0007228,0.0007228
30,387.731,1.02708,0.83194,0.97334,0.76098,0.77945,0.76902,0.62626,0.85711,0.85061,0.97722,0.0007129,0.0007129,0.0007129
31,400.595,1.05345,0.84337,0.97148,0.76584,0.76738,0.76327,0.61834,0.83412,0.86591,0.97038,0.000703,0.000703,0.000703
32,413.352,1.02524,0.81094,0.97117,0.74963,0.78232,0.75885,0.62004,0.84776,0.88387,0.97891,0.0006931,0.0006931,0.0006931
33,426.831,1.04395,0.85333,0.98531,0.74222,0.8209,0.7877,0.63882,0.82205,0.83665,0.97343,0.0006832,0.0006832,0.0006832
34,439.885,1.03898,0.85008,0.97667,0.78933,0.79327,0.79994,0.64282,0.8512,0.86112,0.97667,0.0006733,0.0006733,0.0006733
35,453.318,1.0344,0.83179,0.97758,0.77855,0.7984,0.77896,0.63038,0.83299,0.84974,0.97239,0.0006634,0.0006634,0.0006634
36,465.903,1.05302,0.81186,0.9716,0.77391,0.79945,0.79428,0.64053,0.8684,0.83348,0.97179,0.0006535,0.0006535,0.0006535
37,479.088,0.99754,0.78397,0.96233,0.76603,0.82426,0.8034,0.64094,0.84126,0.81235,0.96442,0.0006436,0.0006436,0.0006436
38,492.194,1.01662,0.80333,0.95796,0.78903,0.80618,0.79297,0.62819,0.90978,0.82457,0.97196,0.0006337,0.0006337,0.0006337
39,505.115,0.99562,0.77011,0.96194,0.80683,0.80392,0.80681,0.63254,0.84909,0.82199,0.96588,0.0006238,0.0006238,0.0006238
40,518.107,1.03049,0.81716,0.9772,0.77428,0.76424,0.77719,0.6367,0.82344,0.82179,0.97109,0.0006139,0.0006139,0.0006139
41,530.945,1.00762,0.7896,0.96404,0.74354,0.80081,0.76909,0.63057,0.79962,0.81099,0.96191,0.000604,0.000604,0.000604
42,544.111,1.00143,0.77454,0.9626,0.74329,0.80138,0.77284,0.62976,0.80001,0.84088,0.95323,0.0005941,0.0005941,0.0005941
43,557.491,0.99785,0.77382,0.96525,0.81185,0.78813,0.79524,0.63678,0.8264,0.79888,0.95867,0.0005842,0.0005842,0.0005842
44,571.505,0.98889,0.76603,0.95585,0.76054,0.80138,0.78069,0.62678,0.83041,0.817,0.95571,0.0005743,0.0005743,0.0005743
45,587.503,0.9762,0.75717,0.95097,0.79224,0.81725,0.80735,0.64892,0.80763,0.78076,0.95448,0.0005644,0.0005644,0.0005644
46,601.474,0.9996,0.77169,0.95653,0.77674,0.81261,0.79581,0.64821,0.81641,0.77952,0.96098,0.0005545,0.0005545,0.0005545
47,614.972,1.00001,0.77841,0.96832,0.78749,0.85329,0.81369,0.65519,0.85035,0.81008,0.96999,0.0005446,0.0005446,0.0005446
48,629.024,1.02264,0.76631,0.96537,0.78566,0.82811,0.81747,0.66367,0.78608,0.78696,0.94775,0.0005347,0.0005347,0.0005347
49,643.215,0.97716,0.73478,0.94947,0.7914,0.81562,0.81821,0.65596,0.83116,0.75794,0.96395,0.0005248,0.0005248,0.0005248
50,656.836,0.9862,0.75813,0.96094,0.80061,0.81619,0.8133,0.65332,0.79599,0.78395,0.95325,0.0005149,0.0005149,0.0005149
51,670.168,0.97053,0.76522,0.95848,0.83933,0.78197,0.77885,0.64687,0.84262,0.81726,0.95152,0.000505,0.000505,0.000505
52,683.504,0.95693,0.74047,0.95108,0.77553,0.84556,0.81411,0.65968,0.82464,0.74295,0.95007,0.0004951,0.0004951,0.0004951
53,696.936,0.94902,0.71298,0.94211,0.7871,0.81871,0.80654,0.65083,0.79466,0.7754,0.94927,0.0004852,0.0004852,0.0004852
54,710.117,0.95349,0.72296,0.93592,0.7718,0.81562,0.80652,0.6645,0.79761,0.77049,0.955,0.0004753,0.0004753,0.0004753
55,723.469,0.94957,0.72321,0.94176,0.78382,0.79587,0.79459,0.64844,0.80277,0.77625,0.96421,0.0004654,0.0004654,0.0004654
56,736.86,0.97863,0.73636,0.95101,0.76736,0.83776,0.80202,0.65372,0.80169,0.74953,0.95329,0.0004555,0.0004555,0.0004555
57,752.209,0.97525,0.7454,0.94724,0.77337,0.78379,0.77045,0.62425,0.79082,0.76956,0.95577,0.0004456,0.0004456,0.0004456
58,765.902,0.94689,0.70456,0.94902,0.77651,0.81144,0.7993,0.65047,0.7736,0.77864,0.94474,0.0004357,0.0004357,0.0004357
59,779.343,0.93964,0.72189,0.95191,0.79249,0.81541,0.80089,0.65933,0.76643,0.78255,0.9417,0.0004258,0.0004258,0.0004258
60,793.074,0.91798,0.69906,0.93951,0.77853,0.82723,0.79373,0.65213,0.77694,0.76693,0.94216,0.0004159,0.0004159,0.0004159
61,806.499,0.91813,0.6916,0.94039,0.77614,0.82305,0.79501,0.64864,0.77337,0.75736,0.93853,0.000406,0.000406,0.000406
62,820.143,0.96832,0.7344,0.95645,0.79985,0.80501,0.79368,0.65875,0.75474,0.7531,0.9349,0.0003961,0.0003961,0.0003961
63,833.757,0.94924,0.69763,0.94115,0.79795,0.82741,0.8122,0.66144,0.76198,0.7435,0.94317,0.0003862,0.0003862,0.0003862
64,847.026,0.95575,0.72618,0.9511,0.79938,0.8202,0.80886,0.66737,0.75384,0.74209,0.93781,0.0003763,0.0003763,0.0003763
65,860.064,0.903,0.67903,0.92977,0.81921,0.80501,0.812,0.66364,0.73509,0.76088,0.93261,0.0003664,0.0003664,0.0003664
66,873.234,0.97574,0.73986,0.95228,0.81978,0.78796,0.79135,0.65978,0.74135,0.72209,0.93135,0.0003565,0.0003565,0.0003565
67,886.164,0.95896,0.71204,0.9383,0.81391,0.81282,0.80172,0.66604,0.77833,0.75777,0.95054,0.0003466,0.0003466,0.0003466
68,898.845,0.94851,0.70223,0.9427,0.81647,0.7894,0.79855,0.66647,0.75928,0.77089,0.94052,0.0003367,0.0003367,0.0003367
69,911.636,0.88404,0.66929,0.92988,0.8064,0.80255,0.806,0.66521,0.7576,0.74866,0.93462,0.0003268,0.0003268,0.0003268
70,924.695,0.90494,0.68745,0.93344,0.76724,0.81183,0.79721,0.66822,0.74169,0.74325,0.93636,0.0003169,0.0003169,0.0003169
71,937.898,0.89599,0.67429,0.92752,0.81244,0.82668,0.8038,0.66584,0.7706,0.73799,0.93612,0.000307,0.000307,0.000307
72,950.921,0.90101,0.68603,0.93207,0.79788,0.81859,0.80134,0.65865,0.76126,0.73309,0.94199,0.0002971,0.0002971,0.0002971
73,964.348,0.91198,0.692,0.94087,0.78004,0.83052,0.79861,0.66929,0.74134,0.72165,0.92808,0.0002872,0.0002872,0.0002872
74,978.221,0.91833,0.69052,0.93213,0.78937,0.80955,0.79623,0.66462,0.78098,0.73516,0.93248,0.0002773,0.0002773,0.0002773
75,993.447,0.91351,0.68385,0.93848,0.79761,0.82747,0.80173,0.66642,0.72813,0.70957,0.92521,0.0002674,0.0002674,0.0002674
76,1007.38,0.87708,0.65785,0.92249,0.80944,0.84937,0.80955,0.66143,0.75756,0.71256,0.92971,0.0002575,0.0002575,0.0002575
77,1020.97,0.90123,0.66931,0.9314,0.79058,0.83495,0.80906,0.66691,0.77587,0.71161,0.94149,0.0002476,0.0002476,0.0002476
78,1034.62,0.93191,0.69342,0.94024,0.82678,0.8208,0.80574,0.66198,0.76597,0.74303,0.93877,0.0002377,0.0002377,0.0002377
79,1048.67,0.8963,0.66944,0.92372,0.81564,0.84093,0.80693,0.66774,0.76906,0.72884,0.94019,0.0002278,0.0002278,0.0002278
80,1070.77,0.92662,0.68982,0.93215,0.79637,0.81802,0.79709,0.66312,0.74285,0.70527,0.93741,0.0002179,0.0002179,0.0002179
81,1084.34,0.93072,0.68086,0.93074,0.79331,0.83384,0.81687,0.66373,0.7653,0.69814,0.93781,0.000208,0.000208,0.000208
82,1097.17,0.88579,0.66339,0.92758,0.81664,0.82008,0.81578,0.66516,0.77727,0.7116,0.94573,0.0001981,0.0001981,0.0001981
83,1110.38,0.89039,0.64656,0.92392,0.79884,0.82969,0.81193,0.67253,0.74428,0.71139,0.9371,0.0001882,0.0001882,0.0001882
84,1123.47,0.90485,0.65626,0.92402,0.81071,0.82088,0.80971,0.67067,0.73299,0.71051,0.93072,0.0001783,0.0001783,0.0001783
85,1136.85,0.89014,0.65572,0.9212,0.78391,0.8337,0.81119,0.6701,0.77138,0.71503,0.93631,0.0001684,0.0001684,0.0001684
86,1149.86,0.9013,0.65643,0.92564,0.781,0.83604,0.80436,0.66969,0.72209,0.71626,0.92622,0.0001585,0.0001585,0.0001585
87,1163.48,0.87156,0.62539,0.91944,0.79084,0.82681,0.8022,0.66426,0.75971,0.71913,0.93718,0.0001486,0.0001486,0.0001486
88,1176.54,0.86718,0.63887,0.91618,0.79106,0.83641,0.80123,0.67284,0.72751,0.70684,0.92725,0.0001387,0.0001387,0.0001387
89,1191.65,0.87262,0.63093,0.92049,0.80283,0.82869,0.80018,0.67625,0.71551,0.70367,0.92512,0.0001288,0.0001288,0.0001288
90,1204.6,0.90741,0.63361,0.91916,0.80536,0.83567,0.79922,0.66983,0.7357,0.71105,0.93137,0.0001189,0.0001189,0.0001189
91,1219.91,0.84593,0.61816,0.91159,0.79819,0.83945,0.79777,0.6673,0.73273,0.71888,0.93067,0.000109,0.000109,0.000109
92,1232.4,0.82966,0.58978,0.91691,0.79218,0.83084,0.79663,0.67054,0.70957,0.73247,0.92113,9.91e-05,9.91e-05,9.91e-05
93,1244.93,0.81787,0.60261,0.90403,0.79992,0.83395,0.80234,0.67117,0.72783,0.7267,0.92402,8.92e-05,8.92e-05,8.92e-05
94,1257.72,0.84534,0.60677,0.91627,0.79677,0.83713,0.80198,0.66792,0.72233,0.70762,0.92423,7.93e-05,7.93e-05,7.93e-05
95,1270.23,0.82957,0.5917,0.90234,0.84695,0.81603,0.80767,0.66932,0.72912,0.70506,0.92038,6.94e-05,6.94e-05,6.94e-05
96,1282.68,0.83764,0.60651,0.92397,0.8443,0.81592,0.80692,0.6684,0.70768,0.69794,0.91497,5.95e-05,5.95e-05,5.95e-05
97,1295.15,0.83796,0.59991,0.90693,0.83233,0.8139,0.80508,0.66878,0.70346,0.70498,0.91642,4.96e-05,4.96e-05,4.96e-05
98,1307.85,0.82182,0.58989,0.90361,0.83603,0.82191,0.79828,0.66875,0.70617,0.71133,0.92017,3.97e-05,3.97e-05,3.97e-05
99,1320.55,0.84104,0.60297,0.91129,0.81564,0.82182,0.79783,0.66766,0.6993,0.70392,0.91752,2.98e-05,2.98e-05,2.98e-05
100,1333.18,0.78018,0.56885,0.90203,0.82471,0.82783,0.79677,0.66775,0.70919,0.70683,0.91782,1.99e-05,1.99e-05,1.99e-05
